Name,Name-Malayalam,Brand,Category,Sub Category,Derived STC-600x600,Created STC-600x600,STC-600x600,Derived STC-1000x1000,Created STC-1000x1000,STC-1000x1000,IMG-1080x1920,Product ID,ST,SD,STC
Dhathri Shampoo,ധാത്രി ഷാംപൂ,,Selfcare,Selfcare,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382319/Dhathri_Shampoo_x8mwog.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382319/Dhathri_Shampoo_x8mwog.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382319/Dhathri_Shampoo_x8mwog.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382319/Dhathri_Shampoo_x8mwog.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382319/Dhathri_Shampoo_x8mwog.png",,67,Dhathri Shampoo,Dhathri Shampoo,https://res.cloudinary.com/deehc60xa/image/upload/v1773382319/Dhathri_Shampoo_x8mwog.png
Dinner Plate,ഡിന്നർ പ്ലേറ്റ്,,Selfcare,Selfcare,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774857106/Dinner_Plate_bx8efv.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774857106/Dinner_Plate_bx8efv.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774857106/Dinner_Plate_bx8efv.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774857106/Dinner_Plate_bx8efv.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774857106/Dinner_Plate_bx8efv.png",,68,Dinner Plate,Dinner Plate,https://res.cloudinary.com/deehc60xa/image/upload/v1774857106/Dinner_Plate_bx8efv.png
Double Hourse Appam Idiyappam 5 KG,ഡബിൾ ഹോഴ്സ് അപ്പം ഇടിയപ്പം 5 കിലോ,,Home Care,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379471/Double_Appam_Idiyappam_5_KG_twblnx.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379471/Double_Appam_Idiyappam_5_KG_twblnx.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379471/Double_Appam_Idiyappam_5_KG_twblnx.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379471/Double_Appam_Idiyappam_5_KG_twblnx.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379471/Double_Appam_Idiyappam_5_KG_twblnx.png",,69,Double Hourse Appam Idiyappam 5 KG,Double Hourse Appam Idiyappam 5 KG,https://res.cloudinary.com/deehc60xa/image/upload/v1773379471/Double_Appam_Idiyappam_5_KG_twblnx.png
Double Hourse Meat Masala,ഡബിൾ ഹോഴ്സ് മീറ്റ് മസാല,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379469/Double_Hourse_Meat_Masala_ob8tzu.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Double_Hourse_Meat_Masala_ob8tzu.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Double_Hourse_Meat_Masala_ob8tzu.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Double_Hourse_Meat_Masala_ob8tzu.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Double_Hourse_Meat_Masala_ob8tzu.png",,70,Double Hourse Meat Masala,Double Hourse Meat Masala,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Double_Hourse_Meat_Masala_ob8tzu.png
Double Hourse Rava,ഡബിൾ ഹോഴ്സ് റവ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379470/Double_Hourse_Rava_vnvxx7.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Double_Hourse_Rava_vnvxx7.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Double_Hourse_Rava_vnvxx7.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Double_Hourse_Rava_vnvxx7.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Double_Hourse_Rava_vnvxx7.png",,71,Double Hourse Rava,Double Hourse Rava,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Double_Hourse_Rava_vnvxx7.png
Dove Serum Bar 4+1,ഡോവ് സീരം ബാർ 4+1,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349137/dove_drj5yl.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/dove_drj5yl.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/dove_drj5yl.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/dove_drj5yl.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/dove_drj5yl.png",,72,Dove Serum Bar 4+1,Dove Serum Bar 4+1,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/dove_drj5yl.png
Dr.Wash Soap,ഡോ.വാഷ് സോപ്പ്,,Personal Care,Bath Soap/Beauty Soap,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382155/Dr.Wash_Soap_lhzfo3.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382155/Dr.Wash_Soap_lhzfo3.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382155/Dr.Wash_Soap_lhzfo3.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382155/Dr.Wash_Soap_lhzfo3.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382155/Dr.Wash_Soap_lhzfo3.png",,73,Dr.Wash Soap,Dr.Wash Soap,https://res.cloudinary.com/deehc60xa/image/upload/v1773382155/Dr.Wash_Soap_lhzfo3.png
DragonFruit,ഡ്രാഗൺ ഫ്രൂട്ട്,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362048/DragonFruit_sgfmjr.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362048/DragonFruit_sgfmjr.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362048/DragonFruit_sgfmjr.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362048/DragonFruit_sgfmjr.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362048/DragonFruit_sgfmjr.png,,74,DragonFruit,DragonFruit,https://res.cloudinary.com/deehc60xa/image/upload/v1772362048/DragonFruit_sgfmjr.png
Dry Gulab Jam,ഡ്രൈ ഗുലാബ് ജാം,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776448/DragonFruit_ndfapa.png",https://res.cloudinary.com/deehc60xa/image/upload/v1775631267/06_dwhjze.png,https://res.cloudinary.com/deehc60xa/image/upload/v1775631267/06_dwhjze.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1775631267/06_dwhjze.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776448/DragonFruit_ndfapa.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776448/DragonFruit_ndfapa.png,,75,Dry Gulab Jam,Dry Gulab Jam,https://res.cloudinary.com/deehc60xa/image/upload/v1772776448/DragonFruit_ndfapa.png
Eastern Chicken Masala,ഈസ്റ്റേൺ ചിക്കൻ മസാല,Nut-ji,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379469/Eastern_Chicken_Masala_qslnn0.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Eastern_Chicken_Masala_qslnn0.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Eastern_Chicken_Masala_qslnn0.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Eastern_Chicken_Masala_qslnn0.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Eastern_Chicken_Masala_qslnn0.png",,76,Eastern Chicken Masala,Eastern Chicken Masala,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Eastern_Chicken_Masala_qslnn0.png
Eastern Chilli Powder,ഈസ്റ്റേൺ മുളക് പൊടി,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772774772/Eastern_Chilli_Powder_iymgyq.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772774772/Eastern_Chilli_Powder_iymgyq.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772774772/Eastern_Chilli_Powder_iymgyq.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772774772/Eastern_Chilli_Powder_iymgyq.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772774772/Eastern_Chilli_Powder_iymgyq.png",,77,Eastern Chilli Powder,Eastern Chilli Powder,https://res.cloudinary.com/deehc60xa/image/upload/v1772774772/Eastern_Chilli_Powder_iymgyq.png
Eastern Corinder Powder,ഈസ്റ്റേൺ മല്ലി പൊടി,,Food & Beverages,Spices,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379469/Eastern_Corinder_Powder_ezjv6x.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Eastern_Corinder_Powder_ezjv6x.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Eastern_Corinder_Powder_ezjv6x.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Eastern_Corinder_Powder_ezjv6x.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379469/Eastern_Corinder_Powder_ezjv6x.png",,78,Eastern Corinder Powder,Eastern Corinder Powder,https://res.cloudinary.com/deehc60xa/image/upload/v1773379469/Eastern_Corinder_Powder_ezjv6x.png
Eastern Kashmiri Chilli Powder,ഈസ്റ്റേൺ കാശ്മീരി മുളക് പൊടി,Eastern,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379470/Eastern_Kashmiri_Chilli_Powder_vhiaud.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Kashmiri_Chilli_Powder_vhiaud.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Kashmiri_Chilli_Powder_vhiaud.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Eastern_Kashmiri_Chilli_Powder_vhiaud.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Eastern_Kashmiri_Chilli_Powder_vhiaud.png",,79,Eastern Kashmiri Chilli Powder,Eastern Kashmiri Chilli Powder,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Kashmiri_Chilli_Powder_vhiaud.png
Eastern Meat Masala,ഈസ്റ്റേൺ മീറ്റ് മസാല,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379470/Eastern_Meat_Masala_o849za.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Meat_Masala_o849za.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Meat_Masala_o849za.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Eastern_Meat_Masala_o849za.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Eastern_Meat_Masala_o849za.png",,80,Eastern Meat Masala,Eastern Meat Masala,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Meat_Masala_o849za.png
Eastern Mutton Masala,ഈസ്റ്റേൺ മട്ടൺ മസാല,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773379470/Eastern_Mutton_Masala_edqmqf.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Mutton_Masala_edqmqf.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Mutton_Masala_edqmqf.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Eastern_Mutton_Masala_edqmqf.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773379470/Eastern_Mutton_Masala_edqmqf.png",,81,Eastern Mutton Masala,Eastern Mutton Masala,https://res.cloudinary.com/deehc60xa/image/upload/v1773379470/Eastern_Mutton_Masala_edqmqf.png
Elavan,എലവൻ,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772783064/Elavan_vdx5z6.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772783064/Elavan_vdx5z6.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772783064/Elavan_vdx5z6.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772783064/Elavan_vdx5z6.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772783064/Elavan_vdx5z6.png,,82,Elavan,Elavan,https://res.cloudinary.com/deehc60xa/image/upload/v1772783064/Elavan_vdx5z6.png
Elite Atta 5kg,എലൈറ്റ് അട്ട 5 കിലോ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349137/elite-atta-5kg_zyj6dz.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/elite-atta-5kg_zyj6dz.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/elite-atta-5kg_zyj6dz.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/elite-atta-5kg_zyj6dz.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/elite-atta-5kg_zyj6dz.png",,83,Elite Atta 5kg,Elite Atta 5kg,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/elite-atta-5kg_zyj6dz.png
Elite Chaki Aata,എലൈറ്റ് ചക്കി അട്ട,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349137/Elite_Chaki_Aata_whacbi.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/Elite_Chaki_Aata_whacbi.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/Elite_Chaki_Aata_whacbi.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/Elite_Chaki_Aata_whacbi.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/Elite_Chaki_Aata_whacbi.png",,84,Elite Chaki Aata,Elite Chaki Aata,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/Elite_Chaki_Aata_whacbi.png
Exo Round,എക്സോ റൗണ്ട്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382523/Exo_Round_idqc7i.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382523/Exo_Round_idqc7i.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382523/Exo_Round_idqc7i.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382523/Exo_Round_idqc7i.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382523/Exo_Round_idqc7i.png",,85,Exo Round,Exo Round,https://res.cloudinary.com/deehc60xa/image/upload/v1773382523/Exo_Round_idqc7i.png
Fiama Value Pack,ഫിയാമ വാല്യു പാക്ക്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774859656/Fiama_Value_Pack_tq7b1w.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774859656/Fiama_Value_Pack_tq7b1w.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774859656/Fiama_Value_Pack_tq7b1w.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859656/Fiama_Value_Pack_tq7b1w.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859656/Fiama_Value_Pack_tq7b1w.png",,86,Fiama Value Pack,Fiama Value Pack,https://res.cloudinary.com/deehc60xa/image/upload/v1774859656/Fiama_Value_Pack_tq7b1w.png
Fogg,ഫോഗ്,,Personal Care,Personal Care,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382319/Fogg_zo2uyk.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382319/Fogg_zo2uyk.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382319/Fogg_zo2uyk.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382319/Fogg_zo2uyk.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382319/Fogg_zo2uyk.png",,87,Fogg,Fogg,https://res.cloudinary.com/deehc60xa/image/upload/v1773382319/Fogg_zo2uyk.png
Garlic,വെളുത്തുള്ളി,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772419700/Garlic_f6lij8.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772419700/Garlic_f6lij8.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772419700/Garlic_f6lij8.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772419700/Garlic_f6lij8.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772419700/Garlic_f6lij8.png,,88,Garlic,Garlic,https://res.cloudinary.com/deehc60xa/image/upload/v1772419700/Garlic_f6lij8.png
Ginger,ഇഞ്ചി,,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772419693/Ginger_yr1ulr.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772419693/Ginger_yr1ulr.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772419693/Ginger_yr1ulr.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772419693/Ginger_yr1ulr.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772419693/Ginger_yr1ulr.png,,89,Ginger,Ginger,https://res.cloudinary.com/deehc60xa/image/upload/v1772419693/Ginger_yr1ulr.png
Good Day Mega Family Pack,ഗുഡ് ഡേ മെഗ ഫാമിലി പാക്ക്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772349137/Goodday_familypack_dgtvkm.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/Goodday_familypack_dgtvkm.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/Goodday_familypack_dgtvkm.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/Goodday_familypack_dgtvkm.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772349137/Goodday_familypack_dgtvkm.png",,90,Good Day Mega Family Pack,Good Day Mega Family Pack,https://res.cloudinary.com/deehc60xa/image/upload/v1772349137/Goodday_familypack_dgtvkm.png
Good Life Milk 1ltr,ഗുഡ് ലൈഫ് പാൽ ഒരു ലിറ്റർ,,Food & Beverages,Biscuits/Cookies,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1774859796/Good_Life_Milk_1ltr_g0fadh.png",https://res.cloudinary.com/deehc60xa/image/upload/v1774859796/Good_Life_Milk_1ltr_g0fadh.png,https://res.cloudinary.com/deehc60xa/image/upload/v1774859796/Good_Life_Milk_1ltr_g0fadh.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859796/Good_Life_Milk_1ltr_g0fadh.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1774859796/Good_Life_Milk_1ltr_g0fadh.png",,91,Good Life Milk 1ltr,Good Life Milk 1ltr,https://res.cloudinary.com/deehc60xa/image/upload/v1774859796/Good_Life_Milk_1ltr_g0fadh.png
Gooska,ഗൂസ്ക,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772774277/Gooska_jiprqh.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772774277/Gooska_jiprqh.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772774277/Gooska_jiprqh.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772774277/Gooska_jiprqh.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772774277/Gooska_jiprqh.png",,92,Gooska,Gooska,https://res.cloudinary.com/deehc60xa/image/upload/v1772774277/Gooska_jiprqh.png
Grandma's Garlic Pickle,ഗ്രാൻഡ്മാസ് വെളുത്തുള്ളി അച്ചാർ,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772775036/Grandmas_pickels_wddkai.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772775036/Grandmas_pickels_wddkai.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772775036/Grandmas_pickels_wddkai.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772775036/Grandmas_pickels_wddkai.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772775036/Grandmas_pickels_wddkai.png",,93,Grandma's Garlic Pickle,Grandma's Garlic Pickle,https://res.cloudinary.com/deehc60xa/image/upload/v1772775036/Grandmas_pickels_wddkai.png
Grandmas Orange Squash,ഗ്രാൻഡ്മാസ് ഓറഞ്ച് സ്ക്വാഷ്,,Food & Beverages,Pickles/Condiments,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773382523/Grandmas_Orange_Squash_iyc3el.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773382523/Grandmas_Orange_Squash_iyc3el.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773382523/Grandmas_Orange_Squash_iyc3el.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382523/Grandmas_Orange_Squash_iyc3el.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773382523/Grandmas_Orange_Squash_iyc3el.png",,94,Grandmas Orange Squash,Grandmas Orange Squash,https://res.cloudinary.com/deehc60xa/image/upload/v1773382523/Grandmas_Orange_Squash_iyc3el.png
Grandmas Tomato Sauce,ഗ്രാൻഡ്മാസ് ടൊമാറ്റോ സോസ്,,Food & Beverages,Food & Beverages,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1773383703/Grandmas_Tomato_Sauce_au3vi2.png",https://res.cloudinary.com/deehc60xa/image/upload/v1773383703/Grandmas_Tomato_Sauce_au3vi2.png,https://res.cloudinary.com/deehc60xa/image/upload/v1773383703/Grandmas_Tomato_Sauce_au3vi2.png,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383703/Grandmas_Tomato_Sauce_au3vi2.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1773383703/Grandmas_Tomato_Sauce_au3vi2.png",,95,Grandmas Tomato Sauce,Grandmas Tomato Sauce,https://res.cloudinary.com/deehc60xa/image/upload/v1773383703/Grandmas_Tomato_Sauce_au3vi2.png
Grape Red Globe,ചുവപ്പ് മുന്തിരി (റെഡ് ഗ്ലോബ്),,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362050/Grape_Red_Globe_kzwe5b.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772362050/Grape_Red_Globe_kzwe5b.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772362050/Grape_Red_Globe_kzwe5b.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772362050/Grape_Red_Globe_kzwe5b.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772362050/Grape_Red_Globe_kzwe5b.png,,96,Grape Red Globe,Grape Red Globe,https://res.cloudinary.com/deehc60xa/image/upload/v1772362050/Grape_Red_Globe_kzwe5b.png
Green Grape Seedless,പച്ച മുന്തിരി (സീഡ്ലസ്),,Fruits & Vegatables,Fruits & Vegatables,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776453/Grape_Red_Globe_dbstwv.png",,"https://res.cloudinary.com/deehc60xa/image/upload/w_600,h_600,c_pad,b_transparent/v1772776453/Grape_Red_Globe_dbstwv.png","https://res.cloudinary.com/deehc60xa/image/upload/w_1000,h_1000,c_pad,b_transparent/v1772776453/Grape_Red_Globe_dbstwv.png",https://res.cloudinary.com/deehc60xa/image/upload/v1772776453/Grape_Red_Globe_dbstwv.png,https://res.cloudinary.com/deehc60xa/image/upload/v1772776453/Grape_Red_Globe_dbstwv.png,,97,Green Grape Seedless,Green Grape Seedless,https://res.cloudinary.com/deehc60xa/image/upload/v1772776453/Grape_Red_Globe_dbstwv.png
